"customerid","last_purcahsed_day","recency","frequency","monetary"
"16446.0","9","4928","3","2.90"
"16447.0","27","5063","1","259.01"
"16448.0","25","5126","1","188.89"
"16449.0","2","5118","3","674.69"
"16450.0","13","5077","1","311.92"
"16451.0","13","5015","1","266.97"
"16454.0","26","4972","3","-8.15"
"16455.0","7","4991","7","1841.18"
"16456.0","1","5027","5","2158.37"
"16457.0","5","5146","1","208.36"
"16458.0","7","4930","18","3482.74"
"16460.0","11","4956","3","814.72"
"16461.0","15","5105","1","151.42"
"16462.0","6","4992","4","102.00"
"16463.0","18","4949","7","1383.70"
"16464.0","20","4947","3","1314.68"
"16466.0","6","4961","7","1603.46"
"16468.0","26","5002","1","74.90"
"16469.0","16","4951","4","650.43"
"16470.0","19","4979","5","757.44"
"16471.0","10","5202","1","223.95"
"16473.0","28","5092","4","314.86"
"16474.0","2","4935","11","1811.47"
"16475.0","12","5016","4","544.30"
"16477.0","7","4991","7","2494.46"
"16478.0","14","4953","3","331.00"
"16479.0","29","4938","2","300.83"
"16480.0","25","5003","1","769.29"
"16482.0","24","4943","1","220.62"
"16483.0","31","5120","1","139.35"
"16484.0","19","5101","3","379.40"
"16485.0","23","5005","1","363.65"
"16488.0","6","4961","4","492.20"
"16491.0","24","4974","1","731.50"
"16493.0","28","5000","6","1329.66"
"16494.0","16","5224","1","826.53"
"16495.0","6","4931","3","684.41"
"16496.0","1","4936","4","1562.22"
"16497.0","21","4977","6","2965.69"
"16498.0","1","5089","3","86.12"
"16499.0","14","5288","5","319.10"
"16500.0","5","4932","6","400.86"
"16503.0","25","5034","5","1421.43"
"16504.0","14","4953","1","484.38"
"16505.0","8","4959","1","777.60"
"16506.0","20","4947","2","90.30"
"16509.0","16","5224","1","363.70"
"16510.0","2","5300","1","248.10"
"16511.0","18","4949","3","950.26"
"16513.0","5","4932","4","874.59"
"16515.0","18","4980","5","1627.13"
"16516.0","9","4958","1","101.70"
"16517.0","7","5205","1","162.70"
"16518.0","9","4989","3","480.92"
"16519.0","14","4953","2","215.08"
"16520.0","6","5114","4","1036.62"
"16523.0","8","4929","28","9295.67"
"16525.0","7","4930","29","11895.57"
"16526.0","21","5099","1","290.36"
"16527.0","19","5009","1","228.06"
"16528.0","6","4931","1","244.41"
"16529.0","2","5118","1","455.25"
"16531.0","17","4950","7","1244.59"
"16532.0","22","4945","3","6748.80"
"16533.0","20","4947","5","1026.94"
"16535.0","4","4933","1","593.75"
"16536.0","24","5035","2","539.02"
"16539.0","7","4930","4","1388.81"
"16542.0","17","4981","1","119.62"
"16545.0","28","5092","1","339.30"
"16546.0","22","5218","3","-95.93"
"16549.0","29","4938","10","4154.64"
"16550.0","23","5036","9","2266.25"
"16551.0","5","5023","3","922.12"
"16552.0","11","5170","2","379.73"
"16553.0","29","5091","14","5664.57"
"16554.0","6","4931","7","641.55"
"16555.0","4","4963","2","285.89"
"16556.0","4","4994","7","3313.79"
"16557.0","15","4952","2","281.85"
"16558.0","9","4928","24","8257.04"
"16560.0","18","4949","3","816.51"
"16561.0","4","4933","2","511.12"
"16563.0","17","4981","1","1077.74"
"16565.0","10","5292","1","173.70"
"16566.0","24","4943","6","614.01"
"16567.0","29","5122","2","865.60"
"16569.0","6","4931","1","124.20"
"16570.0","1","4936","15","3622.95"
"16571.0","6","4931","5","1285.22"
"16572.0","4","5055","4","999.70"
"16573.0","27","5001","4","648.41"
"16574.0","29","4999","1","451.44"
"16579.0","9","5293","1","-30.60"
"16581.0","7","5083","2","70.44"
"16582.0","18","5041","1","313.62"
"16583.0","1","5301","1","233.45"
"16584.0","20","5008","3","908.03"
"16586.0","5","5176","1","463.95"
"16587.0","21","5160","1","225.15"
"16589.0","29","4999","3","459.24"
"16591.0","2","4996","1","213.50"
"16592.0","5","4932","19","4073.28"
"16593.0","20","4978","3","330.03"
"16594.0","25","5003","1","181.09"
"16595.0","9","4989","1","360.16"
"16596.0","24","4943","2","250.15"
"16597.0","5","4932","1","90.04"
"16598.0","7","5205","2","140.70"
"16600.0","5","4932","6","813.52"
"16601.0","30","4968","1","244.80"
"16602.0","8","4959","2","494.73"
"16603.0","26","5002","2","482.47"
"16607.0","22","4945","16","3038.67"
"16609.0","24","4943","9","5450.96"
"16610.0","4","5147","1","75.66"
"16611.0","6","5114","2","120.99"
"16612.0","7","4960","4","1187.66"
"16613.0","30","4998","1","618.59"
"16614.0","10","5110","1","506.19"
"16616.0","24","4943","2","500.42"
"16617.0","18","5163","1","151.85"
"16618.0","8","4959","6","2630.64"
"16619.0","31","5181","2","204.41"
"16620.0","6","4931","2","178.96"
"16621.0","19","4979","4","813.48"
"16623.0","8","5173","1","129.45"
"16624.0","20","5008","2","810.57"
"16625.0","10","5202","1","333.08"
"16626.0","9","4928","20","4379.65"
"16627.0","21","5007","1","322.80"
"16628.0","10","4957","6","2183.04"
"16629.0","27","5001","2","417.73"
"16633.0","22","4945","7","2878.15"
"16634.0","1","5150","2","217.90"
"16637.0","7","4960","5","1124.59"
"16638.0","17","4950","11","1676.47"
"16639.0","14","4953","4","1169.38"
"16641.0","26","5033","1","231.10"
"16642.0","5","4932","3","679.83"
"16643.0","8","5173","1","487.51"
"16644.0","15","5105","2","833.78"
"16647.0","23","5097","2","214.06"
"16648.0","1","4966","2","270.86"
"16650.0","29","4999","1","518.42"
"16652.0","17","4981","11","6654.26"
"16653.0","23","4944","3","1166.92"
"16654.0","21","5069","5","594.97"
"16655.0","22","4945","6","3794.52"
"16656.0","17","4950","21","8568.24"
"16657.0","30","4937","4","933.62"
"16658.0","6","5296","1","123.24"
"16659.0","3","5117","1","39.12"
"16660.0","23","4944","5","810.45"
"16665.0","12","5290","1","135.40"
"16666.0","20","4947","1","118.98"
"16667.0","2","4996","2","570.13"
"16668.0","24","4943","6","306.72"
"16669.0","16","4951","4","1370.87"
"16670.0","23","4944","17","4022.46"
"16671.0","11","4956","3","1692.27"
"16672.0","7","4930","23","8093.59"
"16674.0","16","4982","2","319.61"
"16676.0","6","4961","5","1558.72"
"16678.0","7","4930","17","3013.83"
"16679.0","8","5294","1","129.75"
"16680.0","27","4971","1","183.70"
"16681.0","28","5000","6","1770.34"
"16682.0","5","4932","5","1028.00"
"16684.0","5","4932","31","65892.08"
"16685.0","9","4989","2","324.24"
"16686.0","23","4975","9","3043.48"
"16688.0","8","4929","4","1260.86"
"16689.0","25","5003","3","303.26"
"16690.0","27","4971","3","208.63"
"16692.0","28","5184","2","1276.00"
"16693.0","2","4996","2","482.01"
"16696.0","27","5063","4","657.90"
"16697.0","12","5169","1","112.75"
"16698.0","27","5154","2","1998.00"
"16700.0","1","4936","17","5040.00"
"16701.0","1","4936","18","5150.27"
"16705.0","9","4928","29","13946.13"
"16706.0","2","4965","3","531.35"
"16708.0","25","4973","1","656.63"
"16709.0","16","5012","5","3029.87"
"16710.0","20","4947","10","2483.04"
"16711.0","6","4931","5","1651.03"
"16712.0","30","4937","11","3645.43"
"16713.0","21","4946","21","6840.23"
"16714.0","5","5146","4","911.53"
"16715.0","22","5006","1","301.72"
"16716.0","18","5194","3","319.80"
"16717.0","30","4937","9","3278.36"
"16718.0","5","5297","1","623.75"
"16719.0","25","4942","8","1773.92"
"16720.0","13","4954","1","155.24"
"16721.0","22","5190","1","292.47"
"16722.0","22","4945","16","4711.21"
"16723.0","9","5019","2","589.15"
"16725.0","10","5230","8","775.07"
"16726.0","13","4954","5","1382.02"
"16727.0","10","5292","1","272.82"
"16728.0","24","4974","4","1054.67"
"16729.0","3","4964","26","7076.28"
"16730.0","18","4980","4","702.79"
"16732.0","8","4959","1","603.75"
"16734.0","18","4980","3","650.51"
"16735.0","22","5006","7","2269.21"
"16737.0","17","4981","1","417.60"
"16738.0","15","5225","1","3.75"
"16739.0","20","5100","2","312.55"
"16742.0","24","4974","2","0.00"
"16743.0","10","4957","8","2191.84"
"16744.0","28","4939","7","1304.76"
"16745.0","14","5014","18","7170.70"
"16746.0","5","4932","19","6694.31"
"16747.0","14","4953","4","826.96"
"16748.0","22","4945","5","1515.90"
"16750.0","26","4972","5","623.93"
"16751.0","9","4958","1","1764.72"
"16752.0","2","5300","1","207.50"
"16753.0","12","4986","1","223.92"
"16754.0","2","5300","1","2002.40"
"16755.0","17","5042","5","1484.63"
"16756.0","9","5142","1","239.40"
"16757.0","25","5246","1","106.83"
"16758.0","5","4993","1","369.34"
"16759.0","2","4935","4","772.84"
"16761.0","4","5024","1","316.62"
"16762.0","20","4947","3","1501.38"
"16763.0","7","5113","2","594.90"
"16764.0","6","4931","18","2758.25"
"16765.0","18","5222","1","34.00"
"16766.0","11","5201","2","1145.60"
"16767.0","9","4958","11","5580.60"
"16768.0","23","4975","5","458.04"
"16769.0","24","5188","1","380.39"
"16770.0","13","4985","6","744.90"
"16771.0","6","4961","5","2246.81"
"16773.0","13","4985","1","171.59"
"16774.0","3","4995","5","654.92"
"16775.0","29","4938","11","1695.66"
"16776.0","10","4988","1","388.28"
"16777.0","20","5008","2","226.35"
"16778.0","26","5002","2","245.94"
"16779.0","7","4930","28","10454.05"
"16780.0","31","5028","2","425.19"
"16781.0","9","5293","2","294.65"
"16782.0","29","4938","19","2242.25"
"16784.0","20","4947","1","107.60"
"16788.0","8","5051","2","597.48"
"16789.0","1","4936","1","80.80"
"16790.0","6","4931","8","1520.12"
"16791.0","10","4957","8","1706.28"
"16792.0","2","5210","2","110.38"
"16793.0","13","4985","1","243.84"
"16794.0","8","4929","12","1201.51"
"16795.0","9","5293","1","414.88"
"16796.0","11","5017","1","305.62"
"16800.0","28","4939","1","1201.49"
"16801.0","29","5091","5","867.83"
"16803.0","5","4993","1","332.30"
"16804.0","16","4951","3","536.99"
"16805.0","19","5101","2","460.59"
"16806.0","28","5031","4","801.49"
"16807.0","20","5070","3","1121.59"
"16808.0","1","5027","2","288.42"
"16809.0","16","4951","6","912.74"
"16810.0","31","5120","2","275.64"
"16811.0","5","4932","2","547.07"
"16812.0","14","5288","1","479.35"
"16813.0","1","4936","10","1692.98"
"16814.0","25","4942","22","6500.60"
"16816.0","28","5031","4","417.06"
"16817.0","7","4930","13","1446.95"
"16818.0","29","4938","13","3317.97"
"16820.0","5","5023","1","497.61"
"16823.0","26","5155","1","358.38"
"16824.0","24","4943","2","460.64"
"16825.0","1","4966","2","775.18"
"16826.0","19","4979","1","341.70"
"16828.0","7","5021","2","128.50"
"16829.0","6","5084","1","197.22"
"16830.0","1","4966","1","325.91"
"16832.0","8","5112","3","199.15"
"16833.0","8","4929","4","1106.53"
"16834.0","26","5155","1","413.46"
"16835.0","3","5056","2","180.85"
"16836.0","31","4967","2","251.87"
"16837.0","8","4959","12","3167.73"
"16838.0","26","5125","3","582.90"
"16839.0","1","4936","39","15357.78"
"16841.0","3","4964","7","1774.62"
"16842.0","6","4992","4","1260.44"
"16843.0","28","4970","17","10183.82"
"16846.0","20","4978","1","214.32"
"16847.0","27","4971","1","193.44"
"16848.0","18","4980","1","281.42"
"16849.0","6","5114","1","124.57"
"16850.0","10","5261","1","332.41"
"16851.0","5","4932","3","342.45"
"16852.0","29","4938","2","144.91"
"16855.0","16","4951","2","328.40"
"16856.0","25","4942","1","35.40"
"16858.0","8","5294","2","345.89"
"16859.0","25","5034","5","473.14"
"16861.0","11","4987","3","151.65"
"16863.0","10","4957","4","481.35"
"16866.0","22","5068","3","207.74"
"16869.0","17","4950","5","805.62"
"16871.0","17","4950","7","2761.49"
"16872.0","23","5005","3","680.02"
"16873.0","5","4932","10","7066.31"
"16875.0","6","4992","9","2023.47"
"16877.0","27","4940","6","853.72"
"16878.0","15","4952","2","0.00"
"16880.0","9","4958","7","1519.08"
"16881.0","4","4994","1","432.00"
"16882.0","4","4994","3","705.12"
"16883.0","5","5115","2","276.73"
"16884.0","2","4965","2","429.84"
"16885.0","24","4943","3","471.51"
"16887.0","4","4963","1","194.88"
"16889.0","29","5122","3","1578.67"
"16891.0","8","4929","5","809.70"
"16892.0","8","4929","7","496.84"
"16893.0","8","5294","1","145.93"
"16895.0","6","4992","1","219.14"
"16897.0","13","5227","3","213.03"
"16898.0","13","4954","4","444.46"
"16899.0","2","4935","6","1281.56"
"16900.0","28","4939","5","187.69"
"16902.0","15","5044","1","1706.88"
"16903.0","10","4957","1","373.24"
"16904.0","5","4932","16","3754.27"
"16905.0","4","4933","8","3085.48"
"16906.0","19","5009","4","579.77"
"16907.0","10","4957","5","981.65"
"16909.0","6","4992","2","364.14"
"16910.0","5","4932","8","1510.06"
"16912.0","16","4951","14","2528.67"
"16913.0","22","5218","1","113.44"
"16914.0","3","4964","1","208.46"
"16915.0","30","4937","6","621.68"
"16916.0","16","4951","2","576.26"
"16917.0","8","5204","1","391.52"
"16918.0","21","4977","7","1043.34"
"16919.0","6","5084","11","2596.45"
"16921.0","9","4989","1","169.79"
"16923.0","27","4940","26","6666.83"
"16924.0","18","4949","4","739.50"
"16926.0","3","5299","1","230.25"
"16927.0","16","5043","3","543.05"
"16928.0","20","5008","19","2781.50"
"16929.0","6","4931","7","1295.39"
"16930.0","13","4954","3","380.55"
"16931.0","4","4933","21","4604.22"
"16932.0","17","4981","1","161.94"
"16933.0","8","4929","5","530.08"
"16934.0","16","4982","2","950.93"
"16936.0","14","4953","1","262.68"
"16938.0","1","4936","5","1903.13"
"16940.0","18","4980","3","3049.88"
"16942.0","27","4940","10","1894.11"
"16943.0","12","5139","3","816.73"
"16945.0","18","4949","19","4345.50"
"16947.0","18","5163","1","406.48"
"16948.0","24","5066","3","435.02"
"16949.0","6","4931","7","1161.27"
"16950.0","14","4984","3","1178.56"
"16951.0","8","5051","4","1262.75"
"16952.0","22","5037","2","167.61"
"16953.0","9","4958","1","20.80"
"16954.0","9","4928","9","2085.08"
"16955.0","8","5112","5","493.67"
"16956.0","30","4937","2","292.34"
"16957.0","14","5167","2","416.64"
"16959.0","13","5015","1","117.35"
"16960.0","1","4966","3","507.05"
"16961.0","15","5044","1","234.17"
"16963.0","5","5115","1","110.55"
"16965.0","27","5154","1","201.19"
"16966.0","1","4936","10","2148.47"
"16967.0","3","5117","1","319.02"
"16968.0","5","4932","2","439.43"
"16969.0","31","4967","3","650.41"
"16971.0","7","4930","2","232.21"
"16976.0","17","5195","1","251.52"
"16978.0","23","5005","1","344.33"
"16979.0","6","4931","8","1809.05"
"16980.0","29","5183","2","1078.96"
"16982.0","10","4988","1","384.06"
"16983.0","27","4940","8","1920.20"
"16984.0","22","5006","5","4392.42"
"16985.0","22","4945","11","5461.62"
"16986.0","10","4957","2","1873.20"
"16987.0","6","4931","7","1625.05"
"16988.0","4","4933","1","126.12"
"16989.0","2","4935","6","1133.25"
"16990.0","5","5146","1","179.00"
"16992.0","29","4938","6","1601.86"
"16995.0","2","5300","1","-1.25"
"16996.0","9","4958","9","1427.46"
"16997.0","24","5216","3","702.00"
"16998.0","13","5077","6","287.02"
"16999.0","16","4951","2","484.82"
"17001.0","9","4928","11","3989.57"
"17002.0","27","5001","4","1487.78"
"17004.0","24","4974","2","1412.94"
"17006.0","5","4932","4","781.78"
"17007.0","20","4978","7","877.43"
"17010.0","23","4944","2","185.46"
"17011.0","9","4958","1","270.90"
"17014.0","1","4936","4","565.58"
"17015.0","11","4956","3","1842.56"
"17017.0","7","4930","27","8574.11"
"17018.0","30","4968","2","920.10"
"17019.0","28","4939","4","1272.61"
"17022.0","8","4959","1","71.00"
"17024.0","25","4973","3","95.85"
"17025.0","10","4988","3","357.77"
"17026.0","7","5113","2","154.83"
"17027.0","22","5006","7","848.59"
"17029.0","21","5038","2","716.00"
"17030.0","7","4991","1","146.87"
"17031.0","28","4939","2","380.35"
"17033.0","14","5014","3","1030.14"
"17034.0","23","4944","4","734.57"
"17035.0","8","5173","3","388.33"
"17037.0","22","5006","2","1253.22"
"17038.0","9","4958","1","112.40"
"17040.0","25","5065","1","449.73"
"17041.0","13","4954","4","1065.77"
"17042.0","7","4930","5","1044.38"
"17043.0","7","4960","4","1735.18"
"17044.0","1","4936","3","897.43"
"17045.0","18","5041","3","339.44"
"17046.0","5","5085","1","642.02"
"17047.0","15","5013","3","1100.90"
"17048.0","16","5043","6","864.32"
"17049.0","7","4930","11","5594.78"
"17050.0","4","5024","6","3228.84"
"17051.0","29","5122","1","247.14"
"17052.0","11","4956","1","413.75"
"17053.0","3","5056","2","496.38"
"17054.0","11","4956","6","1353.83"
"17058.0","19","5009","3","1179.89"
"17059.0","10","4957","5","3095.04"
"17060.0","18","5194","1","234.24"
"17061.0","27","5001","12","5116.13"
"17062.0","30","5241","5","534.47"
"17063.0","1","4936","11","1421.59"
"17064.0","12","4986","3","859.35"
"17065.0","19","5071","1","-112.35"
"17068.0","27","4940","22","4531.34"
"17069.0","11","4956","13","2655.22"
"17070.0","17","5042","1","312.14"
"17071.0","1","4936","14","2385.48"
"17073.0","22","4945","4","1446.09"
"17075.0","22","4945","5","813.77"
"17076.0","3","4964","3","841.08"
"17078.0","3","4964","2","378.20"
"17079.0","22","5006","1","118.80"
"17080.0","17","4950","3","285.50"
"17081.0","14","4953","2","290.16"
"17082.0","6","4961","2","2003.85"
"17083.0","22","5037","3","1405.78"
"17084.0","4","4963","2","2949.75"
"17085.0","8","5051","6","1555.05"
"17086.0","2","4935","6","2050.08"
"17088.0","11","4956","4","1991.01"
"17090.0","5","4932","8","2041.85"
"17091.0","7","4930","10","3802.81"
"17092.0","20","4978","4","1777.78"
"17094.0","25","5246","2","270.20"
"17095.0","17","4950","6","1088.20"
"17096.0","30","4937","7","992.68"
"17097.0","7","4930","9","937.92"
"17100.0","21","4946","2","971.74"
"17101.0","29","4938","4","1621.73"
"17102.0","23","5189","1","25.50"
"17105.0","3","5087","2","665.78"
"17107.0","7","4960","7","10380.43"
"17109.0","10","4957","8","869.68"
"17110.0","27","5093","1","163.30"
"17111.0","23","4975","1","248.61"
"17114.0","4","4933","10","747.22"
"17115.0","1","4936","5","806.90"
"17117.0","24","5216","1","116.20"
"17118.0","26","5245","1","157.02"
"17119.0","6","4931","3","593.61"
"17120.0","20","5161","1","307.46"
"17122.0","12","5047","1","138.32"
"17123.0","1","5089","1","345.30"
"17124.0","7","5113","1","298.89"
"17125.0","20","4978","1","259.35"
"17126.0","10","5080","7","991.85"
"17128.0","9","5262","1","157.09"
"17131.0","4","4933","5","2463.17"
"17133.0","24","4943","7","4892.24"
"17134.0","25","5034","2","425.00"
"17135.0","23","4944","7","1139.73"
"17138.0","9","5203","1","380.50"
"17139.0","24","4943","15","10585.57"
"17140.0","6","5175","1","465.32"
"17142.0","14","5167","1","579.00"
"17144.0","8","4929","2","984.57"
"17146.0","26","5033","3","749.78"
"17147.0","17","4950","6","1679.64"
"17148.0","19","4979","1","124.88"
"17152.0","29","5122","4","1503.50"
"17153.0","15","4952","1","213.78"
"17154.0","25","5003","1","329.34"
"17155.0","22","4945","2","251.70"
"17157.0","2","4935","3","306.55"
"17158.0","7","4960","3","1266.97"
"17159.0","18","4949","4","1534.73"
"17160.0","8","4959","6","3518.03"
"17162.0","11","4956","11","1707.21"
"17163.0","18","4949","2","293.10"
"17164.0","7","4960","8","2466.40"
"17165.0","28","5212","1","158.68"
"17166.0","1","4966","3","189.49"
"17169.0","20","4978","4","816.88"
"17171.0","23","5217","1","224.91"
"17172.0","26","5002","2","313.26"
"17173.0","4","4933","9","3755.65"
"17174.0","6","5145","1","59.90"
"17175.0","26","4972","5","1430.94"
"17176.0","22","5129","1","306.13"
"17179.0","14","5106","3","711.79"
"17180.0","14","4984","6","780.38"
"17181.0","13","4985","2","239.92"
"17183.0","2","4935","8","3286.91"
"17186.0","24","4974","2","144.00"
"17187.0","27","5154","1","203.95"
"17188.0","28","4939","9","2275.58"
"17189.0","25","5034","2","384.40"
"17190.0","12","4986","3","249.74"
"17191.0","11","4956","7","2095.13"
"17193.0","4","4963","9","1674.46"
"17194.0","11","5201","2","262.62"
"17197.0","10","4957","1","1013.01"
"17198.0","16","4951","3","692.22"
"17201.0","17","4981","1","342.63"
"17203.0","4","4963","6","3563.85"
"17204.0","23","5097","9","1352.91"
"17205.0","17","4981","1","384.08"
"17206.0","17","4981","1","204.24"
"17211.0","13","4954","9","2299.67"
"17212.0","31","5181","1","226.85"
"17213.0","30","4968","11","2741.08"
"17214.0","10","4988","7","984.12"
"17217.0","19","5162","1","113.50"
"17218.0","5","4932","10","1960.72"
"17219.0","8","4959","1","114.23"
"17220.0","15","4952","14","3198.25"
"17221.0","2","4935","2","335.13"
"17222.0","5","4993","1","354.15"
"17223.0","2","5238","2","426.79"
"17226.0","4","5236","1","393.49"
"17227.0","21","4946","6","939.32"
"17228.0","24","4943","8","1906.09"
"17229.0","4","5024","2","318.76"
"17230.0","20","5192","11","3466.67"
"17231.0","27","4940","14","3127.82"
"17232.0","7","4930","2","421.52"
"17233.0","4","4963","1","190.88"
"17234.0","10","5110","1","149.89"
"17235.0","14","4953","2","550.06"
"17236.0","27","4940","6","916.13"
"17237.0","28","4939","2","314.69"
"17238.0","7","4930","17","3744.65"
"17239.0","31","5240","2","379.95"
"17242.0","23","5036","2","1135.04"
"17243.0","8","4929","30","8628.55"
"17244.0","17","4981","1","954.90"
"17245.0","19","5132","1","171.45"
"17247.0","24","4943","1","282.19"
"17248.0","11","5048","1","318.65"
"17250.0","6","4931","2","384.52"
"17251.0","12","5290","1","283.28"
"17252.0","15","5044","2","353.86"
"17253.0","21","4946","1","178.26"
"17254.0","5","4932","2","272.44"
"17255.0","30","4968","2","298.41"
"17256.0","24","5035","2","240.00"
"17259.0","14","5076","2","603.37"
"17262.0","18","4980","5","1253.36"
"17263.0","15","5136","1","63.44"
"17265.0","24","5066","2","562.90"
"17266.0","7","4930","3","310.64"
"17267.0","4","5055","2","317.62"
"17268.0","24","5035","4","763.64"
"17272.0","28","4970","5","2144.53"
"17274.0","4","4963","1","111.98"
"17277.0","26","5155","2","1065.35"
"17278.0","12","5169","1","246.04"
"17279.0","13","4985","1","187.83"
"17282.0","1","5058","3","1703.41"
"17284.0","10","4988","7","1641.68"
"17286.0","18","4949","1","153.92"
"17287.0","13","4954","7","1064.11"
"17288.0","30","4937","7","1419.73"
"17289.0","8","4959","4","936.16"
"17290.0","6","4931","2","525.24"
"17291.0","4","5236","1","550.80"
"17293.0","1","4936","9","1875.11"
"17295.0","11","4956","3","556.95"
"17297.0","22","4945","1","131.78"
"17298.0","30","5029","2","498.42"
"17299.0","28","4939","4","669.11"
"17301.0","18","4949","1","197.63"
"17302.0","25","4942","6","1119.93"
"17303.0","13","5289","1","250.04"
"17306.0","29","4938","21","8600.73"
"17307.0","9","5293","1","-152.64"
"17309.0","5","5023","1","82.75"
"17311.0","22","5006","2","1384.85"
"17312.0","24","5066","3","644.30"
"17313.0","22","4945","2","2288.13"
"17314.0","15","4952","11","2514.76"
"17315.0","9","4928","43","6204.46"
"17317.0","24","4974","5","2524.02"
"17320.0","31","5028","3","1200.62"
"17321.0","1","4936","2","700.86"
"17323.0","24","4943","9","908.99"
"17324.0","22","4945","4","990.23"
"17325.0","4","5208","1","96.80"
"17329.0","25","4942","2","523.11"
"17330.0","17","4950","2","363.90"
"17331.0","8","5051","1","175.20"
"17333.0","15","5013","1","494.25"
"17334.0","11","5229","3","306.60"
"17337.0","11","5079","7","1944.32"
"17338.0","22","4945","10","6612.18"
"17339.0","6","5022","2","243.36"
"17340.0","30","4937","16","11891.18"
"17341.0","6","5084","3","781.36"
"17343.0","19","5283","1","193.64"
"17344.0","24","4974","1","160.57"
"17345.0","24","4943","4","537.74"
"17346.0","6","4931","16","2611.58"
"17347.0","14","5014","1","228.96"
"17348.0","25","4942","5","1159.52"
"17349.0","13","5107","1","110.75"
"17350.0","1","4936","5","1256.19"
"17351.0","3","4964","3","587.15"
"17353.0","2","5057","2","1740.00"
"17354.0","20","4978","1","1393.06"
"17356.0","1","5239","1","178.22"
"17357.0","15","4952","2","388.14"
"17358.0","9","5231","2","365.85"
"17359.0","28","4939","1","127.86"
"17360.0","22","4945","3","585.79"
"17361.0","21","4977","3","488.20"
"17362.0","14","5167","2","312.23"
"17364.0","9","4928","12","4455.73"
"17365.0","27","4940","8","4801.56"
"17367.0","15","5166","1","168.40"
"17368.0","16","4951","9","1349.52"
"17370.0","28","5000","4","446.18"
"17371.0","22","4945","3","423.89"
"17372.0","30","4968","8","1342.68"
"17373.0","30","4968","4","646.92"
"17374.0","5","5146","2","495.77"
"17375.0","2","5118","4","372.50"
"17376.0","30","4998","2","203.20"
"17377.0","16","4951","21","3925.92"
"17379.0","28","4939","1","404.66"
"17381.0","1","4936","30","20272.43"
"17382.0","5","4993","1","65.40"
"17383.0","5","4932","1","199.29"
"17384.0","20","4947","2","336.40"
"17385.0","25","4942","1","261.11"
"17386.0","2","4935","6","2686.42"
"17387.0","20","4947","2","784.11"
"17388.0","23","5005","4","1259.56"
"17389.0","9","4928","43","31300.08"
"17391.0","29","5091","2","508.80"
"17392.0","6","5234","2","457.91"
"17394.0","4","5147","1","203.87"
"17396.0","31","4967","8","7330.80"
"17397.0","17","4950","2","696.41"
"17398.0","17","5042","3","653.38"
"17400.0","5","5054","5","2129.96"
"17402.0","5","4932","13","2633.85"
"17403.0","3","4964","1","281.62"
"17404.0","5","4932","18","30300.82"
"17405.0","8","4929","5","967.22"
"17406.0","13","5258","5","1928.72"
"17408.0","29","5091","1","32.65"
"17409.0","8","5112","2","771.85"
"17410.0","23","4944","5","1214.72"
"17411.0","27","4940","4","748.94"
"17412.0","7","4930","7","1258.06"
"17414.0","27","4971","2","778.00"
"17415.0","21","5007","1","507.84"
"17416.0","10","4957","9","6838.34"
"17418.0","28","4970","2","463.46"
"17419.0","28","4939","14","4200.97"
"17420.0","20","4978","3","598.83"
"17422.0","23","4944","10","1853.13"
"17423.0","25","4973","4","663.63"
"17425.0","20","4947","2","759.17"
"17426.0","5","4932","7","5022.26"
"17427.0","29","4999","1","100.80"
"17428.0","9","4928","33","17078.45"
"17429.0","11","5048","4","512.12"
"17430.0","7","4960","2","265.76"
"17431.0","30","5241","1","403.30"
"17432.0","21","4946","2","365.76"
"17433.0","12","5016","1","303.16"
"17434.0","7","4930","9","2333.42"
"17436.0","8","4929","2","216.30"
"17438.0","6","5175","2","378.30"
"17440.0","15","5075","5","177.10"
"17442.0","10","4957","10","2210.26"
"17443.0","4","5147","1","534.24"
"17444.0","15","5075","3","2940.04"
"17446.0","16","5104","2","120.90"
"17447.0","30","4968","2","541.53"
"17448.0","18","5072","1","-4287.63"
"17449.0","7","4930","8","2504.86"
"17450.0","1","4936","55","187482.17"
"17451.0","8","4929","10","1648.95"
"17453.0","22","4945","2","486.72"
"17454.0","31","5120","4","517.53"
"17455.0","20","5131","1","131.70"
"17456.0","9","5293","1","249.86"
"17457.0","5","5054","5","1737.70"
"17458.0","24","4943","1","316.50"
"17459.0","27","4971","2","657.30"
"17460.0","22","5006","8","452.63"
"17461.0","17","4950","3","757.46"
"17462.0","19","4979","3","662.94"
"17463.0","23","4944","6","1881.36"
"17464.0","4","5086","1","289.96"
"17466.0","29","4938","2","763.28"
"17468.0","29","4938","2","137.00"
"17469.0","23","4944","6","1843.06"
"17470.0","26","4972","5","1125.07"
"17472.0","1","5119","3","710.29"
"17475.0","21","5007","1","194.37"
"17480.0","27","5001","2","506.51"
"17481.0","6","4931","5","1249.34"
"17483.0","5","4993","3","414.04"
"17486.0","23","5189","1","396.87"
"17489.0","12","4986","2","376.64"
"17490.0","9","4928","11","1926.88"
"17491.0","8","4929","11","3541.92"
"17492.0","5","5176","1","374.57"
"17495.0","2","4935","2","497.56"
"17496.0","16","5286","1","271.05"
"17498.0","25","5003","1","272.22"
"17499.0","23","5217","1","622.88"
"17500.0","22","4945","3","1138.00"
"17501.0","3","5148","2","288.60"
"17502.0","30","4937","4","689.10"
"17503.0","7","4930","2","558.96"
